Condition,Price,Propulsion,No. Engines,Year,Make,Model,Flight Rules,National Origin,Country,Continent
Used,240000.0,Piston Engine,1.0,1999.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
New,479010.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven Ii,VFR,United States,United States,North America
Used,255000.0,Piston Engine,1.0,2008.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
Used,260000.0,Piston Engine,1.0,2001.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
Used,282000.0,Piston Engine,1.0,2004.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
Used,169000.0,Piston Engine,1.0,1990.0,Robinson Helicopter,R22 Beta,VFR,United States,United Kingdom,Europe
Used,235000.0,Piston Engine,1.0,2003.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
Used,58000.0,Piston Engine,1.0,2005.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,115000.0,Piston Engine,1.0,2006.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,199000.0,Piston Engine,1.0,2011.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,379010.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Raven I,VFR,United States,United States,North America
New,389526.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Cadet,VFR,United States,United Kingdom,Europe
New,347480.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R44 Cadet,VFR,United States,United States,North America
New,295040.0,Piston Engine,1.0,2020.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
No information,1690000.0,Turboshaft,1.0,2016.0,Airbus,H125,No information,France,Norway,Europe
No information,2320000.0,Turboshaft,1.0,2017.0,Airbus,H130,No information,France,Norway,Europe
No information,2400000.0,Turboshaft,1.0,2017.0,Airbus,H130,No information,France,Norway,Europe
No information,1080000.0,Turboshaft,1.0,2008.0,Airbus Helicopters,As 350B-3,No information,France,Norway,Europe
No information,1200000.0,Turboshaft,1.0,2010.0,Airbus Helicopters,As 350B-3,No information,France,Norway,Europe
No information,1200000.0,Turboshaft,1.0,2009.0,Airbus Helicopters,As 350B-3,No information,France,Norway,Europe
No information,3850000.0,Turbofan,2.0,2009.0,Learjet,45Xr,No information,United States,United States,North America
Used,1100000.0,Turbofan,2.0,1994.0,Beechcraft,Beechjet 400A,IFR,United States,Argentina,South America
No information,7800000.0,Turbofan,2.0,2015.0,Cessna,Phenom 300,No information,Brazil,Luxembourg,Europe
No information,1320000.0,Turboshaft,1.0,2007.0,Airbus Helicopters,Ec 130B4,No information,France,Lithuania,Europe
No information,800000.0,Turbofan,2.0,2002.0,Cessna,Citation Bravo,No information,United States,Bulgaria,Europe
No information,1254000.0,Turbofan,2.0,2005.0,Beechcraft,Premier 1,No information,United States,Germany,Europe
No information,895000.0,Turbofan,2.0,1980.0,Bombardier Learjet,35A,No information,Canada,Austria,Europe
Used,27500.0,Piston Engine,1.0,1946.0,Aeronca,7 Champion Bcm,No information,United States,United States,North America
Used,99900.0,Piston Engine,1.0,1994.0,Schweizer,300C,IFR,United States,United States,North America
Used,130000.0,Piston Engine,1.0,1979.0,Grumman,Aa5A Cheetah,IFR,United States,United States,North America
Used,12000.0,Piston Engine,1.0,1968.0,Mooney International Corp,M20C,IFR,United States,United States,North America
Used,120000.0,Piston Engine,1.0,1981.0,Cessna,182T Skylane,IFR,United States,United States,North America
Used,85000.0,Piston Engine,2.0,1968.0,Beechcraft,B55 Baron,IFR,United States,United States,North America
No information,9950000.0,Turbofan,2.0,2019.0,Embraer,Phenom 300E,No information,Brazil,United States,North America
Used,339500.0,Piston Engine,2.0,1972.0,Piper Aircraft,Navajo B,IFR,United States,United States,North America
Used,1775000.0,Turbofan,2.0,2009.0,Embraer,Phenom 100,IFR,Brazil,United States,North America
Used,49900.0,Piston Engine,1.0,1970.0,Cessna,172L Skyhawk,IFR,United States,United States,North America
Used,329000.0,Piston Engine,1.0,2007.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,249000.0,Piston Engine,1.0,1975.0,Cessna,185F,IFR,United States,United States,North America
Used,116500.0,Piston Engine,1.0,2014.0,Edra Pecas E Manutencao Ltda,Ls,VFR,Brazil,United States,North America
New,105000.0,Piston Engine,1.0,2019.0,Van'S Aircraft,Rv-7/7A,VFR,United States,United States,North America
No information,302100.0,Piston Engine,1.0,2007.0,Mooney International Corp,Acclaim,IFR,United States,Germany,Europe
Used,129900.0,Piston Engine,1.0,1977.0,Cessna,172 Hawk Xp-R172,IFR,United States,United States,North America
Used,85500.0,Piston Engine,1.0,1998.0,Maule Air,Mxt-7-180,No information,United States,United States,North America
Used,175000.0,Piston Engine,1.0,2011.0,Cubcrafters,Cc11-160 Carbon Cub Ss,VFR,United States,United States,North America
Used,669000.0,Piston Engine,1.0,2007.0,Piper Aircraft,Malibu Mirage,IFR,United States,United States,North America
Used,309000.0,Piston Engine,1.0,2006.0,Cirrus,Sr22-G2,IFR,United States,United States,North America
Used,205500.0,Piston Engine,1.0,1975.0,Cessna,185F,IFR,United States,United States,North America
Used,69500.0,Piston Engine,1.0,2004.0,Van'S Aircraft,Rv-4,IFR,United States,United States,North America
Used,165000.0,Piston Engine,1.0,1990.0,Mooney International Corp,M20K 252Tse,IFR,United States,United States,North America
No information,725000.0,Turbofan,2.0,1999.0,Cessna,Citation Bravo,No information,United States,United States,North America
Used,163000.0,Piston Engine,1.0,1990.0,Mooney International Corp,M20M Tls Bravo,IFR,United States,United States,North America
Used,165000.0,Piston Engine,1.0,1989.0,Mooney International Corp,M20K 252Tse,IFR,United States,United States,North America
Used,69500.0,Piston Engine,1.0,1972.0,Bellanca,Citabria 7Gcbc,No information,United States,United States,North America
No information,250000.0,Turboshaft,1.0,1985.0,Agusta,A109A Mk Ii,No information,Italy,United Kingdom,Europe
No information,12980000.0,Turbofan,2.0,2014.0,Bombardier Challenger,350,IFR,Canada,United States,North America
Used,299000.0,Piston Engine,2.0,1959.0,Grumman,Hu-16B,IFR,United States,United States,North America
Used,87500.0,Piston Engine,1.0,1991.0,Prescott Aeronautical,Pusher,VFR,United States,United States,North America
Used,185995.0,Piston Engine,2.0,1978.0,Piper Aircraft,Navajo Cr,IFR,United States,United States,North America
Used,120000.0,Piston Engine,2.0,1956.0,Rockwell,560,VFR,United States,United States,North America
Used,89000.0,Piston Engine,2.0,1973.0,Cessna,340,IFR,United States,United States,North America
No information,3250000.0,Turbofan,2.0,2008.0,Hawker Beechcraft,4000,VFR,United States,United States,North America
No information,1800000.0,Turboprop,2.0,2007.0,Piaggio Aero,P-180 Avanti Ii,No information,Italy,United States,North America
Used,795000.0,Piston Engine,1.0,2016.0,Beechcraft,G36 Bonanza,IFR,United States,United States,North America
Used,105000.0,Gyrocopter,1.0,2017.0,Autogyro,Cavalon,VFR,Germany,United States,North America
Used,290000.0,Piston Engine,1.0,2007.0,Cessna,350,IFR,United States,United States,North America
Used,95000.0,Piston Engine,1.0,1981.0,Mooney International Corp,M20J 201,IFR,United States,United States,North America
Used,249000.0,Piston Engine,2.0,1981.0,Piper Aircraft,Navajo Chieftain,IFR,United States,United States,North America
Used,78700.0,Piston Engine,1.0,1982.0,Mooney International Corp,M20J 201,IFR,United States,United States,North America
Used,189900.0,Piston Engine,1.0,1997.0,Glasair Aviation,Glasair Iii Rg,IFR,United States,United States,North America
No information,1695000.0,Turbofan,2.0,2005.0,Bombardier Learjet,40Xr,No information,Canada,United States,North America
Used,169000.0,Piston Engine,1.0,1977.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,424900.0,Piston Engine,1.0,1997.0,Piper Aircraft,Malibu Mirage,IFR,United States,United States,North America
No information,324900.0,Piston Engine,1.0,2012.0,Cirrus,Sr20-G3,IFR,United States,United States,North America
Used,134900.0,Piston Engine,1.0,1986.0,Lake,La 4/200 Buccaneer,No information,United States,United States,North America
Used,249000.0,Piston Engine,1.0,1980.0,Cessna,P210N,IFR,United States,United States,North America
No information,879000.0,Turboprop,2.0,2006.0,Piper Aircraft,Meridian,No information,United States,United States,North America
Used,79999.0,Piston Engine,1.0,1958.0,Avions Max Holste,Mh1521 Broussard,No information,France,United States,North America
Used,85000.0,Piston Engine,2.0,1974.0,Piper Aircraft,Seneca,IFR,United States,United States,North America
Used,130000.0,Piston Engine,1.0,1962.0,Beechcraft,P35 Bonanza,IFR,United States,United States,North America
Used,29900.0,Piston Engine,1.0,1943.0,Taylorcraft Aircraft,Dco-65,No information,United States,United States,North America
Used,889000.0,Piston Engine,1.0,2018.0,Cirrus,Sr22T-G6 Gts,IFR,United States,United States,North America
Used,67500.0,Piston Engine,1.0,1992.0,Glasair Aviation,Glasair Ii Ft,IFR,United States,United States,North America
Used,99500.0,Piston Engine,1.0,1975.0,Iar S.A. Brasov,Iar-823,IFR,Romania,United States,North America
Used,3395000.0,Turboprop,2.0,2017.0,Socata,Tbm 930,No information,France,United States,North America
Used,38500.0,Piston Engine,1.0,1963.0,Maule Air,M-4,No information,United States,United States,North America
Used,179900.0,Piston Engine,1.0,2002.0,Cirrus,Sr20,IFR,United States,United States,North America
Used,119000.0,Piston Engine,2.0,1975.0,Cessna,414,IFR,United States,United States,North America
Used,119000.0,Piston Engine,2.0,1979.0,Piper Aircraft Corporation,601P,IFR,United States,United States,North America
Used,112500.0,Piston Engine,1.0,1974.0,Cessna,210L,IFR,United States,United States,North America
Used,195000.0,Piston Engine,2.0,1960.0,Rockwell,500,IFR,United States,United States,North America
No information,154900.0,Piston Engine,1.0,1998.0,Lancair,Iv,No information,United States,United States,North America
No information,4950000.0,Turbofan,2.0,2003.0,Cessna,Express,IFR,Canada,United States,North America
Used,135000.0,Piston Engine,1.0,1979.0,Cessna,182Q Skylane,IFR,United States,United States,North America
Used,120000.0,Piston Engine,1.0,1979.0,Beechcraft,35 Bonanza,IFR,United States,United States,North America
Used,595000.0,Turboprop,2.0,1970.0,Beechcraft,King Air 100,No information,United States,United States,North America
Used,64900.0,Piston Engine,1.0,1975.0,Rockwell,112A,No information,United States,United States,North America
Used,122000.0,Piston Engine,1.0,1976.0,Cessna,172M Skyhawk,IFR,United States,United States,North America
Used,104900.0,Piston Engine,2.0,1966.0,Piper Aircraft,Twin Comanche,IFR,United States,United States,North America
No information,239000.0,Piston Engine,1.0,1997.0,Piper Aircraft,Saratoga,IFR,United States,Belgium,Europe
Used,189000.0,Piston Engine,1.0,2010.0,Piper Aircraft,Super Cub,VFR,United States,United States,North America
Used,385000.0,Piston Engine,1.0,1994.0,Piper Aircraft,Malibu Mirage,IFR,United States,United States,North America
No information,875000.0,Turboshaft,1.0,2012.0,Airbus Helicopters,Ec 120B,No information,France,United States,North America
No information,274900.0,Piston Engine,1.0,2004.0,Cirrus,Sr22,IFR,United States,United States,North America
Used,84900.0,Piston Engine,1.0,2005.0,American Champion,7-Eca Aurora,No information,United States,United States,North America
Used,185000.0,Piston Engine,1.0,2004.0,Diamond Aircraft Industries,Da40-180 Star,IFR,Austria,United States,North America
Used,595000.0,Turboprop,2.0,1979.0,Rockwell,840,No information,United States,United States,North America
No information,855000.0,Turboshaft,1.0,2012.0,Airbus Helicopters,Ec 120B,No information,France,United States,North America
No information,1075000.0,Turboshaft,1.0,2000.0,Airbus Helicopters,As 350B-3,No information,France,United States,North America
Used,295000.0,Piston Engine,1.0,2017.0,Robinson Helicopter,R44 Cadet,VFR,United States,United States,North America
Used,44000.0,Piston Engine,1.0,1980.0,Cessna,152,VFR,United States,United States,North America
Used,64500.0,Piston Engine,1.0,2005.0,Tecnam,P2002 Sierra,VFR,Italy,United States,North America
Used,439000.0,Piston Engine,2.0,2016.0,Tecnam,P2006T,IFR,Italy,United States,North America
Used,122900.0,Piston Engine,1.0,1969.0,Beechcraft,V35A Bonanza,VFR,United States,United States,North America
No information,395000.0,Turbofan,2.0,1979.0,Bombardier Learjet,35A,No information,Canada,United States,North America
Used,4650000.0,Turbofan,1.0,1986.0,Mikoyan,Mig 29,No information,Soviet Union,United States,North America
Used,568000.0,Piston Engine,2.0,1936.0,Lockheed Corporation,12A,IFR,United States,United States,North America
Used,150000.0,Piston Engine,2.0,1968.0,Cessna,421,No information,United States,United States,North America
Used,29500.0,Piston Engine,1.0,1971.0,Grumman,Aa1A,VFR,United States,United States,North America
Used,79500.0,Piston Engine,2.0,1961.0,Beechcraft,55 Baron,IFR,United States,United States,North America
Used,1300000.0,Turboprop,2.0,1958.0,Lockheed Corporation,C-130A,No information,United States,United States,North America
Used,107000.0,Piston Engine,1.0,2002.0,American Champion,7-Gcbc,No information,United States,United States,North America
Used,79000.0,Piston Engine,1.0,1974.0,Cessna,172/180 Conversion,IFR,United States,United States,North America
Used,339900.0,Piston Engine,1.0,2005.0,Piper Aircraft,6X/6Xt,IFR,United States,United States,North America
Used,50000.0,Piston Engine,2.0,1961.0,Beechcraft,B55 Baron,VFR,United States,United States,North America
Used,79500.0,Piston Engine,1.0,2007.0,American Champion,7-Ec,VFR,United States,United States,North America
Used,555000.0,Piston Engine,1.0,2013.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United States,North America
Used,220000.0,Piston Engine,2.0,1974.0,Piper Aircraft,Navajo Chieftain,IFR,United States,United States,North America
Used,180000.0,Piston Engine,1.0,1984.0,Lake,La 250 Renegade,IFR,United States,United States,North America
Used,105000.0,Piston Engine,2.0,1975.0,Piper Aircraft,Seneca Ii,IFR,United States,United States,North America
Used,39000.0,Piston Engine,1.0,1950.0,Aeronca,15 Ac Sedan,VFR,United States,United States,North America
Used,175000.0,Piston Engine,1.0,2006.0,Seawind Llc,3000,IFR,United States,United States,North America
Used,895000.0,Piston Engine,1.0,2015.0,Piper Aircraft,M350,IFR,United States,United States,North America
Used,165000.0,Piston Engine,2.0,1978.0,Piper Aircraft Corporation,601P,VFR,United States,United States,North America
Used,82000.0,Piston Engine,1.0,1974.0,Bellanca,17-31A Super Viking,IFR,United States,United States,North America
Used,59900.0,Piston Engine,1.0,1974.0,Bellanca,17-30A Super Viking,IFR,United States,United States,North America
Used,155000.0,Piston Engine,1.0,1968.0,Bell Textron,47G-2A1,VFR,United States,United States,North America
No information,176900.0,Piston Engine,1.0,2004.0,Cirrus,Sr22 G2,No information,United States,United Kingdom,Europe
Used,75000.0,Piston Engine,1.0,1974.0,Bellanca,17-30A Super Viking (1979 And Newer),IFR,United States,United States,North America
Used,22000.0,Piston Engine,1.0,2005.0,American Champion,8-Kcab Super Decathlon,VFR,United States,United States,North America
Used,79000.0,Piston Engine,1.0,1956.0,Focke Wulf,Fw P 149D,No information,Germany,United States,North America
Used,125000.0,Piston Engine,1.0,1978.0,Piper Aircraft,Turbo Lance Ii,IFR,United States,United States,North America
Used,459900.0,Piston Engine,1.0,2010.0,Cirrus,Sr22T-G3 Gts,IFR,United States,Canada,North America
Used,175000.0,Piston Engine,1.0,2007.0,Cirrus,Sr20-G2 Gts,No information,United States,United States,North America
